소장구분,소장품번호,세부번호,유물명,한자명칭,국적/시대,재질,용도,크기,출토지,지정구분,설명
국립1-광주-광주,11711,0,土器片,토기편,한국-백제,토제-경질,식-음식기-저장운반,"현재높이 5.2~14.0,두께 0.7~1.0",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11712,0,有溝石斧,유구석부,한국-백제,석-기타,산업/생업-공업-목공,"길이 10.4,너비 3.3",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11713,0,砥石,지석,한국-백제,석-기타,산업/생업-공업-석공,"길이 29.3,너비 14.4",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11714,0,,완,한국-백제,토제-경질,식-음식기-음식,"높이 3.5~5.8,입지름 13.7~17.2,바닥지름 4.6~10.0,두께 0.5~0.7",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11715,0,,완,한국-백제,토제-연질,식-음식기-음식,"현재높이 3.3~4.3,입지름 12.0~16.0,두께 0.5~0.6",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11716,0,鉢形土器,발형토기,한국-백제,토제-연질,식-음식기-음식,"현재높이 7.3~9.5,입지름 22.4~28.0,두께 0.6~1.1",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11717,0,土器片,토기편,한국-백제,토제-기타,식-음식기-음식,"현재높이 6.9~7.5,두께 0.6~0.9",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11718,0,杯片,배편,한국-백제,토제-경질,식-음식기-음식,"높이 2.6~3.4,입지름 9.6,두께 0.7",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11719,0,杯,배,한국-백제,토제-연질,식-음식기-음식,"높이 3.4,입지름 9.6,두께 0.7",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11720,0,把手片,파수편,한국-백제,토제-연질,식-음식기-저장운반,"현재길이 4.9~6.1,두께 2.4~2.8",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11721,0,土器片,토기편,한국-백제,토제-기타,식-음식기-저장운반,두께 0.7~0.8,광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11722,0,口緣部片,구연부편,한국-백제,토제-연질,식-음식기-음식,"현재높이 4.5~5.1,입지름 12.4~14.6,두께 0.7~0.8",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11723,0,壺口緣部片,호구연부편,한국-백제,토제-경질,식-음식기-저장운반,"현재높이 3.2~5.2,입지름 10.7~15.0,두께 0.5~0.8",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11724,0,壺口緣部片,호구연부편,한국-백제,토제-연질,식-음식기-저장운반,"현재높이 5.2~5.7,두께 0.5~0.6",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11725,0,壺口緣部片,호구연부편,한국-백제,토제-연질,식-음식기-저장운반,"현재높이 5.8~8.5,두께 0.8",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11726,0,壺口緣部片,호구연부편,한국-백제,토제-연질,식-음식기-저장운반,"현재높이 4.6~5.3,두께 0.5~0.7",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11727,0,胴體部片,동체부편,한국-백제,토제-연질,식-음식기-저장운반,"현재길이 5.1~10.7,두께 0.5~1.0",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11728,0,底部片,저부편,한국-백제,토제-연질,식-음식기-저장운반,"현재높이 3.7~5.3,바닥지름 5.0~12.8,두께 0.7~1.1",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11729,0,底部片,저부편,한국-백제,토제-기타,식-음식기-저장운반,"현재높이 3.0~9.8,바닥지름 6.6~10.8,두께 0.5~1.0",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11730,0,土管,토관,한국-백제,토제-기타,주-건축부재-배관설비,"현재길이 8.9,지름 7.0,두께 0.9",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11731,0,用度不明品,용도불명품,한국-백제,나무-오동나무,기타-용도불명-용도불명품,"두께 3.6,현재길이 11.2,너비 8.0",광주광역시-북구-연제동 43-1번지 일대,,
국립1-광주-광주,11732,0,圓形加工木製品,원형가공목제품,한국-백제,나무-박달나무,기타-용도불명-용도불명품,"바닥지름 10.0,안지름 8.0,두께 1.9",광주광역시-북구-연제동 43-1번지 일대,,
국립1-광주-광주,11733,0,櫛,빗,한국-백제,나무-박달나무,주-생활용품-화장구,"현재길이 3.4,현재너비 2.1,두께 1.1",광주광역시-북구-연제동 43-1번지 일대,,
국립1-광주-광주,11734,0,漆器,칠기,한국-백제,나무-기타,식-음식기-음식,현재높이 5.8,광주광역시-북구-연제동 43-1번지 일대,,
국립1-광주-광주,11735,0,用度不明品,용도불명품,한국-백제,나무-밤나무,기타-용도불명-용도불명품,"현재길이 40.7,너비 10.4,두께 1.3",광주광역시-북구-연제동 43-1번지 일대,,
국립1-광주-광주,11736,0,木柄,목병,한국-백제,나무-기타,산업/생업-공업-목공,"현재길이 38.1,지름 2.1",광주광역시-북구-연제동 43-1번지 일대,,
국립1-광주-광주,11737,0,말목,말목,한국-백제,나무-기타,산업/생업-기타-,"현재길이 13.6~31.1,너비 1.9~5.5,두께 2.2~2.7",광주광역시-북구-연제동 43-1번지 일대,,
국립1-광주-광주,11738,0,木錘形加工木製品,목추형가공목제품,한국-백제,나무-벚나무,산업/생업-기타-,"현재길이 15.0,지름 4.4",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11739,0,배대패형목기,배대패형목기,한국-백제,나무-기타,산업/생업-기타-,"현재길이 25.8,너비 5.9,두께 4.4",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11740,0,用度不明品,용도불명품,한국-백제,나무-오동나무,산업/생업-기타-,"현재길이 32.5,현재높이 7.4,두께 2.5",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11741,0,ㄱ자형목제품,ㄱ자형목제품,한국-백제,나무-기타,산업/생업-기타-,"현재길이 54.0,너비 9.3,두께 3.5",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11742,0,結合附材,결합부재,한국-백제,나무-기타,주-건축부재-기타,"현재길이 78.0,너비 3.0,두께 2.8",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11743,0,板床形加工木製品,판상형가공목제품,한국-백제,나무-기타,주-건축부재-기타,"현재길이 51.0~57.7,너비 10.0~16.8,두께 2.8~4.7",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11744,0,말목,말목,한국-백제,나무-기타,산업/생업-기타-,"길이 16.7~21.5,지름 1.4~5.3",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11745,0,말목,말목,한국-백제,나무-기타,산업/생업-기타-,"길이 23.7~50.0,지름 2.8~6.7",광주광역시-북구-연제동 55-4번지 일대,,
국립1-광주-광주,11746,0,長頸壺,장경호,한국-삼국,토제-연질,식-음식기-저장운반,"높이 28.0,입지름 19.0","광주광역시-북구-양산동 66, 67번지 일대",,
국립1-광주-광주,11747,0,,완,한국-삼국,토제-연질,식-음식기-음식,"높이 3.7,입지름 15.6,바닥지름 11.7","광주광역시-북구-양산동 66, 67번지 일대",,
국립1-광주-광주,11748,0,石斧,석부,한국-청동기,석-기타,산업/생업-임업-임산물생산,"현재길이 24.1,두께 8.0",광주광역시-남구-행암동 일대,,
국립1-광주-광주,11749,0,土管,토관,한국-삼국,토제-연질,주-건축부재-배관설비,"길이 54.0,지름 10.5~10.7",광주광역시-남구-양과동 일대,,
국립1-광주-광주,11750,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 10.5,바닥지름 7.8","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11751,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"바닥지름 7.7~9.0,현재높이 7.9~8.5","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11752,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 12.3,입지름 16.0,바닥지름 12.2","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11753,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 9.5,입지름 12.4,바닥지름 8.6","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11754,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 11.3,바닥지름 8.0","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11755,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 9.0,바닥지름 7.9","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11756,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"현재높이 10.1,바닥지름 10.4","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11757,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 8.9,바닥지름 6.2","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11758,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 6.9,바닥지름 6.8","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11759,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"현재높이 6.0~6.1,바닥지름 7.6","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11760,0,완형토기,완형토기,한국-삼국,토제-경질,식-음식기-음식,"높이 4.1~4.7,입지름 15.0~17.0,바닥지름 7.8~9.1","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11761,0,완형토기,완형토기,한국-삼국,토제-경질,식-음식기-음식,높이 3.7~4.8,"광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11762,0,蓋,뚜껑,한국-삼국,토제-경질,식-음식기-음식,높이 3.0,"광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11763,0,蓋,뚜껑,한국-삼국,토제-경질,식-음식기-음식,"높이 4.2,입지름 11.8","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11764,0,蓋,뚜껑,한국-삼국,토제-경질,식-음식기-음식,"높이 3.6,입지름 11.3","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11765,0,蓋,뚜껑,한국-삼국,토제-경질,식-음식기-음식,"높이 2.9,입지름 12.2","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11766,0,杯,배,한국-삼국,토제-경질,식-음식기-음식,높이 4.4,"광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11767,0,有孔廣口小壺,유공광구소호,한국-삼국,토제-경질,식-음식기-저장운반,"높이 7.8,입지름 8.6","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11768,0,有孔廣口小壺,유공광구소호,한국-삼국,토제-경질,식-음식기-저장운반,현재높이 12.9,"광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11769,0,盞形土器,잔형토기,한국-삼국,토제-경질,식-음식기-음식,"높이 8.0,입지름 11.9,바닥지름 5.7","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11770,0,長卵形土器,장란형토기,한국-삼국,토제-연질,식-음식기-저장운반,"높이 32.1,입지름 19.0","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11771,0,長卵形土器,장란형토기,한국-삼국,토제-연질,식-음식기-저장운반,"현재높이 24.7,입지름 21.0,현재높이 30.6","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11772,0,土管,토관,한국-삼국,토제-연질,주-건축부재-배관설비,현재높이 25.6,"광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11773,0,圓筒形土器片,원통형토기편,한국-삼국,토제-연질,사회생활-의례생활-상장,현재높이 7.5~11.3,"광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11774,0,土器片,土器片,한국-삼국,토제-경질,식-음식기-저장운반,현재길이 4.6~7.1,"광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11775,0,紡錘車,방추차,한국-삼국,토제-연질,산업/생업-공업-염직,"지름 3.5~4.3,두께 1.6~2.6","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11776,0,紡錘車,방추차,한국-삼국,토제-연질,산업/생업-공업-염직,"지름 3.3~4.3,두께 2.5~2.7","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11777,0,紡錘車,방추차,한국-삼국,토제-경질,산업/생업-공업-염직,"지름 3.3,두께 1.4","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11778,0,有孔石斧,유공석부,한국-삼국,석-기타,산업/생업-임업-임산물생산,"길이 19.0,너비 6.6,두께 3.6","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11779,0,凹石,홈돌,한국-삼국,석-기타,식-가공-가공,"길이 21.0,너비 22.5,두께 7.3","광주광역시-남구-양과동 244번지, 전 3번지 일대",,
국립1-광주-광주,11780,0,鉢形土器,발형토기,한국-청동기,토제-연질,식-음식기-음식,"높이 9.9,입지름 14.0,바닥지름 7.0",전라남도-함평군-함평읍 대덕리 일원,,
국립1-광주-광주,11781,0,小形土器,소형토기,한국-청동기,토제-연질,식-음식기-음식,"높이 6.7,입지름 3.2,바닥지름 4.1,높이 3.4,입지름 4.5,바닥지름 3.3",전라남도-함평군-함평읍 대덕리 일원,,
국립1-광주-광주,11782,0,紡錘車,방추차,한국-청동기,토제-연질,산업/생업-공업-염직,"지름 3.4~4.1,두께 0.9~1.6",전라남도-함평군-함평읍 대덕리 일원,,
국립1-광주-광주,11783,0,紡錘車,방추차,한국-청동기,토제-연질,산업/생업-공업-염직,"지름 2.8~3.1,두께 1.9~2.4",전라남도-함평군-함평읍 대덕리 일원,,
국립1-광주-광주,11784,0,深鉢形土器,심발형토기,한국-청동기,토제-연질,식-음식기-음식,"현재높이 20.5,입지름 15.4,바닥지름 8.0",전라남도-함평군-함평읍 대덕리 일원,,
국립1-광주-광주,11785,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 12.2~12.5,입지름 14.4~14.5,바닥지름 7.7~8.2",전라남도-함평군-대동면 금산리 일원,,
국립1-광주-광주,11786,0,蓋,뚜껑,한국-삼국,토제-경질,식-음식기-음식,"현재높이 3.9,입지름 10.8",전라남도-함평군-대동면 금산리 일원,,
국립1-광주-광주,11787,0,杯,배,한국-삼국,토제-경질,식-음식기-음식,높이 3.2~3.8,전라남도-함평군-대동면 금산리 일원,,
국립1-광주-광주,11788,0,圓筒形土器,원통형토기,한국-삼국,토제-경질,사회생활-의례생활-상장,"현재높이 32.2,두께 2.4",전라남도-함평군-대동면 금산리 일원,,
국립1-광주-광주,11789,0,圓筒形土器,원통형토기,한국-삼국,토제-연질,사회생활-의례생활-상장,"현재높이 27.7,두께 1.1~2.2",전라남도-함평군-대동면 금산리 일원,,
국립1-광주-광주,11790,0,石鏃,석촉,한국-청동기,석-기타,군사-근력무기-궁시,길이 6.0~8.4,전라남도-함평군-함평읍 대덕리 일원,,
국립1-광주-광주,11791,0,石鏃,석촉,한국-청동기,석-기타,군사-근력무기-궁시,길이 5.0~6.1,전라남도-함평군-함평읍 대덕리 일원,,
국립1-광주-광주,11792,0,石鏃,석촉,한국-청동기,석-기타,군사-근력무기-궁시,길이 3.2~4.6,전라남도-함평군-함평읍 대덕리 일원,,
국립1-광주-광주,11793,0,石斧,석부,한국-청동기,석-기타,산업/생업-임업-임산물생산,"길이 10.5,너비 5.1,두께 3.6",전라남도-함평군-함평읍 대덕리 일원,,
국립1-광주-광주,11794,0,短頸壺,단경호,한국-삼국,토제-연질,식-음식기-저장운반,"높이 27.9,입지름 18.5,두께 0.6~0.8",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11795,0,短頸壺,단경호,한국-삼국,토제-연질,식-음식기-저장운반,높이 24.3,전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11796,0,長卵形土器,장란형토기,한국-삼국,토제-연질,식-음식기-저장운반,"높이 38.1,입지름 19.1,두께 0.7~1.0",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11797,0,長卵形土器,장란형토기,한국-삼국,토제-연질,식-음식기-저장운반,"높이 40.5,입지름 21.5",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11798,0,甕形土器,옹형토기,한국-삼국,토제-연질,식-음식기-저장운반,"높이 34.1,입지름 26.3,두께 0.7~1.0",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11799,0,二重口緣壺,이중구연호,한국-삼국,토제-연질,식-음식기-저장운반,"높이 27.2,입지름 13.7",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11800,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-저장운반,"높이 14.0~16.6,입지름 14.7~17.4,바닥지름 9.0~15.5",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11801,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 10.9~13.3,입지름 12.4~13.5,바닥지름 8.0~8.6",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11802,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 14.4~15.4,입지름 15.7~15.9,바닥지름 8.8~9.2",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11803,0,완형토기,완형토기,한국-삼국,토제-경질,식-음식기-음식,"높이 2.9,입지름 10.5,바닥지름 7.4",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11804,0,鉢形土器,발형토기,한국-삼국,토제-연질,식-음식기-음식,"높이 4.6~7.6,입지름 10.2~25.0,바닥지름 6.8~14.4,두께 0.5~1.1",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11805,0,甑,시루,한국-삼국,토제-연질,식-취사-취사,"현재높이 20.0,바닥지름 12.5,높이 23.7,입지름 22.1,바닥지름 11.4",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11806,0,頸杯,경배,한국-삼국,토제-연질,식-음식기-음식,"높이 6.7,입지름 7.5,바닥지름 4.7",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11807,0,鉢形土器,발형토기,한국-삼국,토제-경질,식-음식기-음식,"높이 7.9,입지름 10.1,바닥지름 7.3",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11808,0,紡錘車,방추차,한국-삼국,토제-연질,산업/생업-공업-염직,"지름 3.3~4.0,두께 2.0~2.5",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11809,0,兩耳蓋,양이개,한국-삼국,토제-연질,식-음식기-음식,"높이 3.0,바닥지름 12.3,두께 0.4~0.6",전라남도-해남군-삼산면 봉학리 산 26-8외,,
국립1-광주-광주,11810,0,短頸壺,단경호,한국-삼국,토제-연질,식-음식기-저장운반,현재높이 22.5,전라남도-고흥군-도덕면 신양리 일원,,
국립1-광주-광주,11811,0,壺形土器,호형토기,한국-삼국,토제-연질,식-음식기-저장운반,"높이 18.5,입지름 22.0,바닥지름 14.5",전라남도-고흥군-풍양면 한동리 일원,,
국립1-광주-광주,11812,0,甑,시루,한국-삼국,토제-연질,식-취사-취사,"높이 26.8,입지름 20.0,바닥지름 11.5",전라남도-고흥군-풍양면 한동리 일원,,
국립1-광주-광주,11813,0,母子曲玉,모자곡옥,한국-삼국,유리/보석-기타,의-장신구-신체장식,"길이 6.4,너비 3.2,두께 1.6",전라남도-고흥군-풍양면 한동리 일원,,
국립1-광주-광주,11814,0,無文土器片,무문토기편,한국-청동기,토제-연질,식-음식기-기타,"현재길이 3.0~4.0,두께 0.6~1.3",전라남도-고흥군-도덕면 신양리 일원,,
국립1-광주-광주,11815,0,粉靑沙器匙,분청사기접시,한국-조선,도자기-분청,식-음식기-음식,"입지름 16.4,두께 0.4~0.6",전라남도-고흥군-풍양면 한동리 일원,,
국립1-광주-광주,11816,0,粉靑沙器底部片,분청사기저부편,한국-조선,도자기-분청,식-음식기-음식,"두께 0.4,높이 4.8~5.6",전라남도-고흥군-풍양면 한동리 일원,,
국립1-광주-광주,11817,0,靑銅匙,청동수저,한국-조선,금속-동합금,식-음식기-음식,"길이 21.9,너비 3.6,두께 0.2",전라남도-고흥군-풍양면 한동리 일원,,
국립1-광주-광주,11818,0,연석,갈판,한국-청동기,석-기타,식-가공-가공,"길이 28.0,너비 9.8,두께 2.6",전라남도-고흥군-도덕면 신양리 일원,,
국립1-광주-광주,11819,0,홈돌,홈돌,한국-삼국,석-기타,산업/생업-선사생활-기타,"길이 11.0~21.5,두께 4.5~6.6",전라남도-고흥군-풍양면 한동리 일원,,
국립1-광주-광주,11820,0,완형토기,완형토기,한국-삼국,토제-경질,식-음식기-음식,"높이 12.2,입지름 5.8,두께 3.7",전라남도-고흥군-풍양면 한동리 일원,,
국립1-광주-광주,11821,0,紡錘車,방추차,한국-삼국,토제-연질,산업/생업-공업-염직,"지름 3.8~3.9,두께 1.5",전라남도-고흥군-풍양면 한동리 일원,,
국립1-광주-광주,11822,0,無文土器,무문토기,한국-청동기,토제-연질,식-음식기-기타,"높이 13.2,바닥지름 6.6",전라남도-담양군-대전면 중옥리 일원,,
국립1-광주-광주,11823,0,無文土器底部片,무문토기저부편,한국-청동기,토제-연질,식-음식기-기타,"현재높이 6.8~11.2,바닥지름 14.0~15.0,두께 0.5~1.5",전라남도-담양군-대전면 중옥리 일원,,
국립1-광주-광주,11824,0,石鏃,석촉,한국-청동기,석-기타,군사-근력무기-궁시,"현재길이 3.5~3.6,너비 1.0~1.4,두께 0.3~0.6",전라남도-담양군-대전면 중옥리 일원,,
국립1-광주-광주,11825,0,高杯,고배,한국-삼국,토제-연질,사회생활-의례생활-제례,"두께 0.5~1.2,현재높이 9.0",전라남도-담양군-대전면 중옥리 일원,,
국립1-광주-광주,11826,0,把手附土器片,파수부토기편,한국-삼국,토제-연질,식-음식기-저장운반,"현재높이 9.0,두께 0.5~1.2",전라남도-담양군-대전면 중옥리 일원,,
국립1-광주-광주,11827,0,암키와편,암키와편,한국-조선,토제-경질,주-건축부재-지붕재,"현재길이 14.0~25.0,현재너비 13.0~15.0,두께 1.5~2.0",전라남도-장성군-진원면 고산리 일원,,
국립1-광주-광주,11828,0,수키와편,수키와편,한국-조선,토제-경질,주-건축부재-지붕재,"길이 35.1,너비 15.3,두께 0.9~2.8",전라남도-장성군-진원면 고산리 일원,,
국립1-광주-광주,11829,0,수키와편,수키와편,한국-조선,토제-경질,주-건축부재-지붕재,"현재길이 20.5~21.5,너비 12.5~16.4,두께 1.8~3.5",전라남도-장성군-진원면 고산리 일원,,
국립1-광주-광주,11830,0,수키와,수키와,한국-조선,토제-경질,주-건축부재-지붕재,"길이 39.6,너비 17.2,두께 2.1",전라남도-장성군-동화면 서양리 산 7.8번지 외 3개소,,
국립1-광주-광주,11831,0,분청사기완,분청사기완,한국-조선,도자기-분청,식-음식기-음식,"높이 5.8,입지름 11.2,바닥지름 4.9",전라남도-장성군-동화면 서양리 산 7.8번지 외 3개소,,
국립1-광주-광주,11832,0,白磁匙,백자접시,한국-조선,도자기-백자,식-음식기-음식,"높이 4.3,입지름 13.9,바닥지름 5.8",전라남도-장성군-동화면 서양리 산 7.8번지 외 3개소,,
국립1-광주-광주,11833,0,白磁,백자완,한국-조선,도자기-백자,식-음식기-음식,"높이 4.2,입지름 10.2,바닥지름 4.2",전라남도-장성군-동화면 서양리 산 7.8번지 외 3개소,,
국립1-광주-광주,11834,0,白磁鐵畵文小壺,백자철화문소호,한국-조선,도자기-백자,식-음식기-저장운반,"높이 8.9,입지름 8.6,바닥지름 5.1",전라남도-장성군-동화면 서양리 산 7.8번지 외 3개소,,
국립1-광주-광주,11835,0,白磁鉢,백자발,한국-조선,도자기-백자,식-음식기-음식,"높이 11.0,입지름 16.6,바닥지름 6.7",전라남도-장성군-동화면 서양리 산 7.8번지 외 3개소,,
국립1-광주-광주,11836,0,蓋,뚜껑,한국-삼국,토제-경질,식-음식기-음식,"높이 3.7~4.5,입지름 11.2~11.5",광주광역시-광산구-신가동 4-3번지,,
국립1-광주-광주,11837,0,杯,배,한국-삼국,토제-경질,식-음식기-음식,"입지름 9.6~9.9,높이 2.8~3.3",광주광역시-광산구-신가동 4-3번지,,
국립1-광주-광주,11838,0,白磁匙,백자접시,한국-조선,도자기-백자,식-음식기-음식,"높이 3.1~3.6,입지름 9.8~10.5,바닥지름 5.8~6.1",광주광역시-광산구-신창동 955번지,,
국립1-광주-광주,11839,0,수키와,수키와,한국-조선,토제-경질,주-건축부재-지붕재,"길이 42.0~43.5,너비 16.4~16.7,두께 2.4~2.6",광주광역시-광산구-신창동 955번지,,
국립1-광주-광주,11840,0,암키와,암키와,한국-조선,토제-경질,주-건축부재-지붕재,"길이 42.0,너비 29.5,두께 2.5",광주광역시-광산구-신창동 955번지,,
국립1-광주-광주,11841,0,암키와,암키와,한국-조선,토제-경질,주-건축부재-지붕재,"길이 42.8,너비 26.5,두께 2.8",광주광역시-광산구-신창동 955번지,,
국립1-광주-광주,11842,0,암키와,암키와,한국-조선,토제-경질,주-건축부재-지붕재,"길이 44.8,너비 35.2,두께 2.5",광주광역시-광산구-신창동 955번지,,
국립1-광주-광주,11843,0,鉢形土器,발형토기,한국-청동기,토제-연질,식-음식기-음식,"현재높이 31.5,지름 17.9,바닥지름 10.7",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11844,0,無文土器片,무문토기편,한국-청동기,토제-연질,식-음식기-음식,"현재높이 3.1~5.2,두께 0.6~1.1",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11845,0,大甕片,대옹편,한국-삼국,토제-연질,사회생활-의례생활-상장,"현재길이 3.3~7.9,두께 1.5~1.9",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11846,0,石製品,석제품,한국-청동기,석-기타,기타-용도불명-용도불명품,"현재길이 13.3,두께 4.5",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11847,0,石鑿,석착,한국-청동기,석-기타,산업/생업-공업-목공,"길이 4.5,너비 3.2,두께 1.2",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11848,0,石製品,석제품,한국-청동기,석-기타,기타-용도불명-용도불명품,"현재길이 2.9~4.6,너비 1.7~2.2,두께 0.7~0.9",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11849,0,石製品,석제품,한국-청동기,석-기타,기타-용도불명-용도불명품,"현재길이 3.3~3.8,두께 0.4",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11850,0,石斧,석부,한국-청동기,석-기타,산업/생업-임업-임산물생산,"현재길이 6.8~11.2,너비 5.3~6.1,두께 1.9~2.9",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
국립1-광주-광주,11851,0,底部片,저부편,한국-삼국,토제-연질,사회생활-의례생활-상장,"현재높이 12.6,바닥지름 11.0,두께 0.6",전라남도-함평군-대동면 향교리 산 25.26번지 일원,,
